id,source,archive_path,flow_no,flow,seq,kind,category,relevance,duplicate_of,annotated,sha256_prefix
AR-28-021,Auto.ru,auto.ru-screens/28-autoru-magazine/28-autoru-magazine_21.jpg,28,autoru-magazine,21,image,content-community,reference-only,,,9b9260d81065
AR-28-022,Auto.ru,auto.ru-screens/28-autoru-magazine/28-autoru-magazine_22.jpg,28,autoru-magazine,22,image,content-community,reference-only,,,13737e4e10c4
AR-28-023,Auto.ru,auto.ru-screens/28-autoru-magazine/28-autoru-magazine_23.jpg,28,autoru-magazine,23,image,content-community,reference-only,,,50788d5d0064
AR-28-024,Auto.ru,auto.ru-screens/28-autoru-magazine/28-autoru-magazine_24.jpg,28,autoru-magazine,24,image,content-community,reference-only,,,5df1c7d47fc5
AR-28-025,Auto.ru,auto.ru-screens/28-autoru-magazine/28-autoru-magazine_25.jpg,28,autoru-magazine,25,image,content-community,reference-only,,,a9c22c66ac97
AR-29-001,Auto.ru,auto.ru-screens/29-create-article/29-create-article_1.jpg,29,create-article,1,image,content-community,reference-only,AR-26-002,,2fda12a44db6
AR-29-002,Auto.ru,auto.ru-screens/29-create-article/29-create-article_2.jpg,29,create-article,2,image,content-community,reference-only,,,756e854cd232
AR-29-003,Auto.ru,auto.ru-screens/29-create-article/29-create-article_3.jpg,29,create-article,3,image,content-community,reference-only,,,c8c6eb1ceaf0
AR-29-004,Auto.ru,auto.ru-screens/29-create-article/29-create-article_4.jpg,29,create-article,4,image,content-community,reference-only,,,9dd443bf78f2
AR-29-005,Auto.ru,auto.ru-screens/29-create-article/29-create-article_5.jpg,29,create-article,5,image,content-community,reference-only,,,eff710977505
AR-29-006,Auto.ru,auto.ru-screens/29-create-article/29-create-article_6.jpg,29,create-article,6,image,content-community,reference-only,,,8ab275ba5fd1
AR-29-007,Auto.ru,auto.ru-screens/29-create-article/29-create-article_7.jpg,29,create-article,7,image,content-community,reference-only,,,c45a4423e3e5
AR-29-008,Auto.ru,auto.ru-screens/29-create-article/29-create-article_8.jpg,29,create-article,8,image,content-community,reference-only,,,1cd8af77ee16
AR-29-009,Auto.ru,auto.ru-screens/29-create-article/29-create-article_9.jpg,29,create-article,9,image,content-community,reference-only,,,fbadec47f425
AR-29-010,Auto.ru,auto.ru-screens/29-create-article/29-create-article_10.jpg,29,create-article,10,image,content-community,reference-only,,,77b6ab35ea7f
AR-29-011,Auto.ru,auto.ru-screens/29-create-article/29-create-article_11.jpg,29,create-article,11,image,content-community,reference-only,,,b3024426f172
AR-29-012,Auto.ru,auto.ru-screens/29-create-article/29-create-article_12.jpg,29,create-article,12,image,content-community,reference-only,,,08f8a0121d4e
AR-29-013,Auto.ru,auto.ru-screens/29-create-article/29-create-article_13.jpg,29,create-article,13,image,content-community,reference-only,,,8414858a5d08
AR-29-014,Auto.ru,auto.ru-screens/29-create-article/29-create-article_14.jpg,29,create-article,14,image,content-community,reference-only,,,0eaeb3b0b229
AR-29-015,Auto.ru,auto.ru-screens/29-create-article/29-create-article_15.jpg,29,create-article,15,image,content-community,reference-only,,,c5eeb906e111
AR-29-016,Auto.ru,auto.ru-screens/29-create-article/29-create-article_16.jpg,29,create-article,16,image,content-community,reference-only,,,4ecb91cceaee
AR-29-017,Auto.ru,auto.ru-screens/29-create-article/29-create-article_17.jpg,29,create-article,17,image,content-community,reference-only,,,64ff5e1ced5d
AR-29-018,Auto.ru,auto.ru-screens/29-create-article/29-create-article_18.jpg,29,create-article,18,image,content-community,reference-only,,,0b03d5ae0e8b
AR-29-019,Auto.ru,auto.ru-screens/29-create-article/29-create-article_19.jpg,29,create-article,19,image,content-community,reference-only,,,df2b07af001b
AR-29-020,Auto.ru,auto.ru-screens/29-create-article/29-create-article_20.jpg,29,create-article,20,image,content-community,reference-only,,,16a7372f026e
AR-29-021,Auto.ru,auto.ru-screens/29-create-article/29-create-article_21.jpg,29,create-article,21,image,content-community,reference-only,,,043d90193798
AR-29-022,Auto.ru,auto.ru-screens/29-create-article/29-create-article_22.jpg,29,create-article,22,image,content-community,reference-only,,,eb29c86e07bf
AR-29-023,Auto.ru,auto.ru-screens/29-create-article/29-create-article_23.jpg,29,create-article,23,image,content-community,reference-only,,,6985c9abb403
AR-30-001,Auto.ru,auto.ru-screens/30-create-post/30-create-post_1.jpg,30,create-post,1,image,content-community,reference-only,AR-26-002,,2fda12a44db6
AR-30-002,Auto.ru,auto.ru-screens/30-create-post/30-create-post_2.jpg,30,create-post,2,image,content-community,reference-only,,,dcb37f943e1d
AR-30-003,Auto.ru,auto.ru-screens/30-create-post/30-create-post_3.jpg,30,create-post,3,image,content-community,reference-only,,,722ba0dd3819
AR-30-004,Auto.ru,auto.ru-screens/30-create-post/30-create-post_4.jpg,30,create-post,4,image,content-community,reference-only,,,0e0d0ead7b3a
AR-30-005,Auto.ru,auto.ru-screens/30-create-post/30-create-post_5.jpg,30,create-post,5,image,content-community,reference-only,,,8671a698f8eb
AR-30-006,Auto.ru,auto.ru-screens/30-create-post/30-create-post_6.jpg,30,create-post,6,image,content-community,reference-only,,,f79ad1a8dfcb
AR-30-007,Auto.ru,auto.ru-screens/30-create-post/30-create-post_7.jpg,30,create-post,7,image,content-community,reference-only,,,78578dea09d9
AR-30-008,Auto.ru,auto.ru-screens/30-create-post/30-create-post_8.jpg,30,create-post,8,image,content-community,reference-only,,,d195b0109f27
AR-30-009,Auto.ru,auto.ru-screens/30-create-post/30-create-post_9.jpg,30,create-post,9,image,content-community,reference-only,,,e2caab50ce22
AR-30-010,Auto.ru,auto.ru-screens/30-create-post/30-create-post_10.jpg,30,create-post,10,image,content-community,reference-only,,,26637315d5a2
AR-30-011,Auto.ru,auto.ru-screens/30-create-post/30-create-post_11.jpg,30,create-post,11,image,content-community,reference-only,,,3b19ac324111
AR-30-012,Auto.ru,auto.ru-screens/30-create-post/30-create-post_12.jpg,30,create-post,12,image,content-community,reference-only,,,f7efb7667d1e
AR-30-013,Auto.ru,auto.ru-screens/30-create-post/30-create-post_13.jpg,30,create-post,13,image,content-community,reference-only,,,c32c5745e0f1
AR-30-014,Auto.ru,auto.ru-screens/30-create-post/30-create-post_14.jpg,30,create-post,14,image,content-community,reference-only,,,18ee376e2ab1
AR-30-015,Auto.ru,auto.ru-screens/30-create-post/30-create-post_15.jpg,30,create-post,15,image,content-community,reference-only,,,1555956a915c
AR-30-016,Auto.ru,auto.ru-screens/30-create-post/30-create-post_16.jpg,30,create-post,16,image,content-community,reference-only,,,c7db7d3b5b83
AR-30-017,Auto.ru,auto.ru-screens/30-create-post/30-create-post_17.jpg,30,create-post,17,image,content-community,reference-only,,,aee0a69aaadf
AR-30-018,Auto.ru,auto.ru-screens/30-create-post/30-create-post_18.jpg,30,create-post,18,image,content-community,reference-only,,,12f52ced02da
AR-30-019,Auto.ru,auto.ru-screens/30-create-post/30-create-post_19.jpg,30,create-post,19,image,content-community,reference-only,,,705210a95343
AR-30-020,Auto.ru,auto.ru-screens/30-create-post/30-create-post_20.jpg,30,create-post,20,image,content-community,reference-only,,,00b7a5098238
AR-30-021,Auto.ru,auto.ru-screens/30-create-post/30-create-post_21.jpg,30,create-post,21,image,content-community,reference-only,,,4fd9e93a3fa0
AR-30-022,Auto.ru,auto.ru-screens/30-create-post/30-create-post_22.jpg,30,create-post,22,image,content-community,reference-only,,,6422e7bb3679
AR-30-023,Auto.ru,auto.ru-screens/30-create-post/30-create-post_23.jpg,30,create-post,23,image,content-community,reference-only,,,e1ba66abbd38
AR-31-001,Auto.ru,auto.ru-screens/31-comment-post/31-comment-post_1.jpg,31,comment-post,1,image,content-community,reference-only,,,c9a7007513d6
AR-31-002,Auto.ru,auto.ru-screens/31-comment-post/31-comment-post_2.jpg,31,comment-post,2,image,content-community,reference-only,,,8c4e6d79d77d
AR-31-003,Auto.ru,auto.ru-screens/31-comment-post/31-comment-post_3.jpg,31,comment-post,3,image,content-community,reference-only,,,19d5ea93d8d2
AR-31-004,Auto.ru,auto.ru-screens/31-comment-post/31-comment-post_4.jpg,31,comment-post,4,image,content-community,reference-only,,,336642f3b12d
AR-31-005,Auto.ru,auto.ru-screens/31-comment-post/31-comment-post_5.jpg,31,comment-post,5,image,content-community,reference-only,,,9ae71ec8e4d5
AR-31-006,Auto.ru,auto.ru-screens/31-comment-post/31-comment-post_6.jpg,31,comment-post,6,image,content-community,reference-only,,,d8887735548f
AR-32-001,Auto.ru,auto.ru-screens/32-car-videos/32-car-videos_1.jpg,32,car-videos,1,image,content-community,reference-only,,,1135967aef61
AR-32-002,Auto.ru,auto.ru-screens/32-car-videos/32-car-videos_2.jpg,32,car-videos,2,image,content-community,reference-only,,,6010665df4cb
AR-32-003,Auto.ru,auto.ru-screens/32-car-videos/32-car-videos_3.jpg,32,car-videos,3,image,content-community,reference-only,,,2cc9dee98a19
AR-32-004,Auto.ru,auto.ru-screens/32-car-videos/32-car-videos_4.jpg,32,car-videos,4,image,content-community,reference-only,,,2c4ad50f4d83
AR-32-005,Auto.ru,auto.ru-screens/32-car-videos/32-car-videos_5.jpg,32,car-videos,5,image,content-community,reference-only,,,35ea073f7851
AR-33-001,Auto.ru,auto.ru-screens/33-reviews/33-reviews_1.jpg,33,reviews,1,image,owner-reviews,reference-only,AR-12-001,,b650c78e9e31
AR-33-002,Auto.ru,auto.ru-screens/33-reviews/33-reviews_2.jpg,33,reviews,2,image,owner-reviews,reference-only,,,32433cec9f36
AR-33-003,Auto.ru,auto.ru-screens/33-reviews/33-reviews_3.jpg,33,reviews,3,image,owner-reviews,reference-only,,,681e1d0919b9
AR-34-001,Auto.ru,auto.ru-screens/34-create-review/34-create-review_1.jpg,34,create-review,1,image,owner-reviews,reference-only,AR-26-002,,2fda12a44db6
AR-34-002,Auto.ru,auto.ru-screens/34-create-review/34-create-review_2.jpg,34,create-review,2,image,owner-reviews,reference-only,,,f4f4963f0a10
AR-34-003,Auto.ru,auto.ru-screens/34-create-review/34-create-review_3.jpg,34,create-review,3,image,owner-reviews,reference-only,,,59aa8bba645a
AR-34-004,Auto.ru,auto.ru-screens/34-create-review/34-create-review_4.jpg,34,create-review,4,image,owner-reviews,reference-only,,,687acfeb992d
AR-34-005,Auto.ru,auto.ru-screens/34-create-review/34-create-review_5.jpg,34,create-review,5,image,owner-reviews,reference-only,,,be4e86d8f8e5
AR-34-006,Auto.ru,auto.ru-screens/34-create-review/34-create-review_6.jpg,34,create-review,6,image,owner-reviews,reference-only,,,b5ec64db9d64
AR-34-007,Auto.ru,auto.ru-screens/34-create-review/34-create-review_7.jpg,34,create-review,7,image,owner-reviews,reference-only,,,a480561427d6
AR-34-008,Auto.ru,auto.ru-screens/34-create-review/34-create-review_8.jpg,34,create-review,8,image,owner-reviews,reference-only,,,7c2fab969006
AR-34-009,Auto.ru,auto.ru-screens/34-create-review/34-create-review_9.jpg,34,create-review,9,image,owner-reviews,reference-only,,,6898b1f5a3dd
AR-34-010,Auto.ru,auto.ru-screens/34-create-review/34-create-review_10.jpg,34,create-review,10,image,owner-reviews,reference-only,,,7f3fd118553a
AR-34-011,Auto.ru,auto.ru-screens/34-create-review/34-create-review_11.jpg,34,create-review,11,image,owner-reviews,reference-only,,,92c95603e055
AR-34-012,Auto.ru,auto.ru-screens/34-create-review/34-create-review_12.jpg,34,create-review,12,image,owner-reviews,reference-only,,,7a96a9d7370e
AR-34-013,Auto.ru,auto.ru-screens/34-create-review/34-create-review_13.jpg,34,create-review,13,image,owner-reviews,reference-only,,,af8311de083e
AR-34-014,Auto.ru,auto.ru-screens/34-create-review/34-create-review_14.jpg,34,create-review,14,image,owner-reviews,reference-only,,,8db1c8d0ebbc
AR-34-015,Auto.ru,auto.ru-screens/34-create-review/34-create-review_15.jpg,34,create-review,15,image,owner-reviews,reference-only,,,dcb4968540f6
AR-34-016,Auto.ru,auto.ru-screens/34-create-review/34-create-review_16.jpg,34,create-review,16,image,owner-reviews,reference-only,,,8942ef0d0b46
AR-34-017,Auto.ru,auto.ru-screens/34-create-review/34-create-review_17.jpg,34,create-review,17,image,owner-reviews,reference-only,,,70e2104dc3e0
AR-34-018,Auto.ru,auto.ru-screens/34-create-review/34-create-review_18.jpg,34,create-review,18,image,owner-reviews,reference-only,,,0098eee87df2
AR-34-019,Auto.ru,auto.ru-screens/34-create-review/34-create-review_19.jpg,34,create-review,19,image,owner-reviews,reference-only,,,7c782421ef41
AR-34-020,Auto.ru,auto.ru-screens/34-create-review/34-create-review_20.jpg,34,create-review,20,image,owner-reviews,reference-only,,,ea138680904c
AR-34-021,Auto.ru,auto.ru-screens/34-create-review/34-create-review_21.jpg,34,create-review,21,image,owner-reviews,reference-only,,,53186091bdea
AR-34-022,Auto.ru,auto.ru-screens/34-create-review/34-create-review_22.jpg,34,create-review,22,image,owner-reviews,reference-only,,,db80321a7d6a
AR-34-023,Auto.ru,auto.ru-screens/34-create-review/34-create-review_23.jpg,34,create-review,23,image,owner-reviews,reference-only,,,df22046d6726
AR-34-024,Auto.ru,auto.ru-screens/34-create-review/34-create-review_24.jpg,34,create-review,24,image,owner-reviews,reference-only,,,f9bed0bf12f0
AR-34-025,Auto.ru,auto.ru-screens/34-create-review/34-create-review_25.jpg,34,create-review,25,image,owner-reviews,reference-only,,,2575d9c2265a
AR-34-026,Auto.ru,auto.ru-screens/34-create-review/34-create-review_26.jpg,34,create-review,26,image,owner-reviews,reference-only,,,36ededc1ad0c
AR-34-027,Auto.ru,auto.ru-screens/34-create-review/34-create-review_27.jpg,34,create-review,27,image,owner-reviews,reference-only,,,9d7620d47080
AR-34-028,Auto.ru,auto.ru-screens/34-create-review/34-create-review_28.jpg,34,create-review,28,image,owner-reviews,reference-only,,,3da1d6a779ec
AR-34-029,Auto.ru,auto.ru-screens/34-create-review/34-create-review_29.jpg,34,create-review,29,image,owner-reviews,reference-only,,,67f001856df9
AR-34-030,Auto.ru,auto.ru-screens/34-create-review/34-create-review_30.jpg,34,create-review,30,image,owner-reviews,reference-only,,,2a752eca88dd
AR-34-031,Auto.ru,auto.ru-screens/34-create-review/34-create-review_31.jpg,34,create-review,31,image,owner-reviews,reference-only,,,540842aca030
AR-35-001,Auto.ru,auto.ru-screens/35-review-points/35-review-points_1.jpg,35,review-points,1,image,owner-reviews,reference-only,,,76718e1ff024
AR-35-002,Auto.ru,auto.ru-screens/35-review-points/35-review-points_2.jpg,35,review-points,2,image,owner-reviews,reference-only,,,9619309549bf
AR-35-003,Auto.ru,auto.ru-screens/35-review-points/35-review-points_3.jpg,35,review-points,3,image,owner-reviews,reference-only,,,b53fcfd3ea5f
AR-35-004,Auto.ru,auto.ru-screens/35-review-points/35-review-points_4.jpg,35,review-points,4,image,owner-reviews,reference-only,,,229cfec3e4aa
AR-35-005,Auto.ru,auto.ru-screens/35-review-points/35-review-points_5.jpg,35,review-points,5,image,owner-reviews,reference-only,,,7734b34c4026
AR-35-006,Auto.ru,auto.ru-screens/35-review-points/35-review-points_6.jpg,35,review-points,6,image,owner-reviews,reference-only,,,ac5d75393908
AR-35-007,Auto.ru,auto.ru-screens/35-review-points/35-review-points_7.jpg,35,review-points,7,image,owner-reviews,reference-only,,,963dce46e57e
AR-35-008,Auto.ru,auto.ru-screens/35-review-points/35-review-points_8.jpg,35,review-points,8,image,owner-reviews,reference-only,,,f0cb4f91758c
AR-35-009,Auto.ru,auto.ru-screens/35-review-points/35-review-points_9.jpg,35,review-points,9,image,owner-reviews,reference-only,,,6dd4c75cb725
AR-35-010,Auto.ru,auto.ru-screens/35-review-points/35-review-points_10.jpg,35,review-points,10,image,owner-reviews,reference-only,,,10435a720548
AR-35-011,Auto.ru,auto.ru-screens/35-review-points/35-review-points_11.jpg,35,review-points,11,image,owner-reviews,reference-only,,,bcab5a6bf1ea
AR-35-012,Auto.ru,auto.ru-screens/35-review-points/35-review-points_12.jpg,35,review-points,12,image,owner-reviews,reference-only,,,7a25226c2580
AR-35-013,Auto.ru,auto.ru-screens/35-review-points/35-review-points_13.jpg,35,review-points,13,image,owner-reviews,reference-only,,,d9b1dd932d14
AR-35-014,Auto.ru,auto.ru-screens/35-review-points/35-review-points_14.jpg,35,review-points,14,image,owner-reviews,reference-only,,,8bb57981e395
AR-35-015,Auto.ru,auto.ru-screens/35-review-points/35-review-points_15.jpg,35,review-points,15,image,owner-reviews,reference-only,,,1bd77f630816
AR-35-016,Auto.ru,auto.ru-screens/35-review-points/35-review-points_16.jpg,35,review-points,16,image,owner-reviews,reference-only,,,89eadc9bb27b
AR-36-001,Auto.ru,auto.ru-screens/36-favorites/36-favorites_1.jpg,36,favorites,1,image,favorites,release-supporting,,yes,a28840a99809
AR-36-002,Auto.ru,auto.ru-screens/36-favorites/36-favorites_2.jpg,36,favorites,2,image,favorites,release-supporting,,yes,f6bb78ba768a
AR-36-003,Auto.ru,auto.ru-screens/36-favorites/36-favorites_3.jpg,36,favorites,3,image,saved-searches,reference-only,,yes,c4355f2a21a9
AR-36-004,Auto.ru,auto.ru-screens/36-favorites/36-favorites_4.jpg,36,favorites,4,image,saved-searches,reference-only,,,dff4000f924e
AR-36-005,Auto.ru,auto.ru-screens/36-favorites/36-favorites_5.jpg,36,favorites,5,image,saved-searches,reference-only,,,02920ef7eb3f
AR-36-006,Auto.ru,auto.ru-screens/36-favorites/36-favorites_6.jpg,36,favorites,6,image,saved-searches,reference-only,,,6eade4b86feb
AR-36-007,Auto.ru,auto.ru-screens/36-favorites/36-favorites_7.jpg,36,favorites,7,image,saved-searches,reference-only,,yes,f6ae8007cbef
AR-36-008,Auto.ru,auto.ru-screens/36-favorites/36-favorites_8.jpg,36,favorites,8,image,saved-searches,reference-only,,yes,45313125cc9a
AR-36-009,Auto.ru,auto.ru-screens/36-favorites/36-favorites_9.jpg,36,favorites,9,image,comparison,reference-only,,,8d3170b774aa
AR-36-010,Auto.ru,auto.ru-screens/36-favorites/36-favorites_10.jpg,36,favorites,10,image,comparison,reference-only,,,5f484d49bbc3
AR-36-011,Auto.ru,auto.ru-screens/36-favorites/36-favorites_11.jpg,36,favorites,11,image,comparison,reference-only,,,1237cc318b29
AR-36-012,Auto.ru,auto.ru-screens/36-favorites/36-favorites_12.jpg,36,favorites,12,image,comparison,reference-only,,,b10b30e6bf0a
AR-36-013,Auto.ru,auto.ru-screens/36-favorites/36-favorites_13.jpg,36,favorites,13,image,comparison,reference-only,,,73d18fd51ad6
AR-36-014,Auto.ru,auto.ru-screens/36-favorites/36-favorites_14.jpg,36,favorites,14,image,comparison,reference-only,,,ca0ae2341e98
AR-36-015,Auto.ru,auto.ru-screens/36-favorites/36-favorites_15.jpg,36,favorites,15,image,comparison,reference-only,,,3f473c8760bc
AR-36-016,Auto.ru,auto.ru-screens/36-favorites/36-favorites_16.jpg,36,favorites,16,image,comparison,reference-only,,,307d6763854f
AR-36-017,Auto.ru,auto.ru-screens/36-favorites/36-favorites_17.jpg,36,favorites,17,image,comparison,reference-only,,,830b6948a7ac
AR-36-018,Auto.ru,auto.ru-screens/36-favorites/36-favorites_18.jpg,36,favorites,18,image,comparison,reference-only,,,fc981e5863e5
AR-36-019,Auto.ru,auto.ru-screens/36-favorites/36-favorites_19.jpg,36,favorites,19,image,comparison,reference-only,,,8bdaa22013c8
AR-36-020,Auto.ru,auto.ru-screens/36-favorites/36-favorites_20.jpg,36,favorites,20,image,comparison,reference-only,,,208713f18cec
AR-36-021,Auto.ru,auto.ru-screens/36-favorites/36-favorites_21.jpg,36,favorites,21,image,comparison,reference-only,,,8996b22f00b2
AR-36-022,Auto.ru,auto.ru-screens/36-favorites/36-favorites_22.jpg,36,favorites,22,image,comparison,reference-only,,,e3c1c9ae037e
AR-36-023,Auto.ru,auto.ru-screens/36-favorites/36-favorites_23.jpg,36,favorites,23,image,comparison,reference-only,,,ad10c624907b
AR-37-001,Auto.ru,auto.ru-screens/37-seller-chat/37-seller-chat_1.jpg,37,seller-chat,1,image,conversations,release-supporting,,yes,b866d6640883
AR-37-002,Auto.ru,auto.ru-screens/37-seller-chat/37-seller-chat_2.jpg,37,seller-chat,2,image,conversations,release-supporting,,yes,83f1ba659c5e
AR-37-003,Auto.ru,auto.ru-screens/37-seller-chat/37-seller-chat_3.jpg,37,seller-chat,3,image,conversations,release-supporting,,yes,124414dddbc1
AR-37-004,Auto.ru,auto.ru-screens/37-seller-chat/37-seller-chat_4.jpg,37,seller-chat,4,image,conversations,release-supporting,,yes,455a1c90a5cf
AR-37-005,Auto.ru,auto.ru-screens/37-seller-chat/37-seller-chat_5.jpg,37,seller-chat,5,image,conversations,release-supporting,,yes,afa151ba4e78
AR-38-001,Auto.ru,auto.ru-screens/38-messages/38-messages_1.jpg,38,messages,1,image,conversations,release-supporting,,yes,5696df7b52f1
AR-38-002,Auto.ru,auto.ru-screens/38-messages/38-messages_2.jpg,38,messages,2,image,conversations,release-supporting,AR-37-005,yes,afa151ba4e78
AR-39-001,Auto.ru,auto.ru-screens/39-notifications/39-notifications_1.jpg,39,notifications,1,image,notification-center,reference-only,AR-24-001,,832c4f3f1f48
AR-39-002,Auto.ru,auto.ru-screens/39-notifications/39-notifications_2.jpg,39,notifications,2,image,notification-center,reference-only,,,74aab844769d
AR-39-003,Auto.ru,auto.ru-screens/39-notifications/39-notifications_3.jpg,39,notifications,3,image,notification-center,reference-only,,,eca1d7e2d678
AR-39-004,Auto.ru,auto.ru-screens/39-notifications/39-notifications_4.jpg,39,notifications,4,image,notification-center,reference-only,,,8a132d7380f2
AR-40-001,Auto.ru,auto.ru-screens/40-notification-settings/40-notification-settings_1.jpg,40,notification-settings,1,image,profile-settings,release-supporting,AR-32-001,,1135967aef61
AR-40-002,Auto.ru,auto.ru-screens/40-notification-settings/40-notification-settings_2.jpg,40,notification-settings,2,image,profile-settings,release-supporting,,,74b07658b952
AR-40-003,Auto.ru,auto.ru-screens/40-notification-settings/40-notification-settings_3.jpg,40,notification-settings,3,image,profile-settings,release-supporting,,,75ef60d7ea6f
AR-40-004,Auto.ru,auto.ru-screens/40-notification-settings/40-notification-settings_4.jpg,40,notification-settings,4,image,profile-settings,release-supporting,,,8e6c156ba411
AR-40-005,Auto.ru,auto.ru-screens/40-notification-settings/40-notification-settings_5.jpg,40,notification-settings,5,image,profile-settings,release-supporting,,,266765202970
AR-40-006,Auto.ru,auto.ru-screens/40-notification-settings/40-notification-settings_6.jpg,40,notification-settings,6,image,profile-settings,release-supporting,,,f893e0d4912b
AR-40-007,Auto.ru,auto.ru-screens/40-notification-settings/40-notification-settings_7.jpg,40,notification-settings,7,image,profile-settings,release-supporting,,,136cbd01da22
AR-40-008,Auto.ru,auto.ru-screens/40-notification-settings/40-notification-settings_8.jpg,40,notification-settings,8,image,profile-settings,release-supporting,,,6b5730ad0a30
AR-41-001,Auto.ru,auto.ru-screens/41-menu/41-menu_1.jpg,41,menu,1,image,profile-settings,release-supporting,AR-01-001,,2bcb02938689
AR-41-002,Auto.ru,auto.ru-screens/41-menu/41-menu_2.jpg,41,menu,2,image,profile-settings,release-supporting,,,b5bd35a66585
AR-41-003,Auto.ru,auto.ru-screens/41-menu/41-menu_3.jpg,41,menu,3,image,profile-settings,release-supporting,AR-12-001,,b650c78e9e31
AR-41-004,Auto.ru,auto.ru-screens/41-menu/41-menu_4.jpg,41,menu,4,image,profile-settings,release-supporting,AR-32-001,,1135967aef61
AR-42-001,Auto.ru,auto.ru-screens/42-theme-settings/42-theme-settings_1.jpg,42,theme-settings,1,image,profile-settings,release-supporting,AR-32-001,,1135967aef61
AR-42-002,Auto.ru,auto.ru-screens/42-theme-settings/42-theme-settings_2.jpg,42,theme-settings,2,image,profile-settings,release-supporting,,,6c906b63c61e
AR-42-003,Auto.ru,auto.ru-screens/42-theme-settings/42-theme-settings_3.jpg,42,theme-settings,3,image,profile-settings,release-supporting,,,2ccb08cd1a48
AR-42-004,Auto.ru,auto.ru-screens/42-theme-settings/42-theme-settings_4.jpg,42,theme-settings,4,image,profile-settings,release-supporting,,,80b34ec06b3d
AR-43-001,Auto.ru,auto.ru-screens/43-auth/43-auth_1.jpg,43,auth,1,image,onboarding-auth,release-supporting,AR-41-002,,b5bd35a66585
AR-43-002,Auto.ru,auto.ru-screens/43-auth/43-auth_2.jpg,43,auth,2,image,onboarding-auth,release-supporting,,,4fa8388f3fe6
AR-43-003,Auto.ru,auto.ru-screens/43-auth/43-auth_3.jpg,43,auth,3,image,onboarding-auth,release-supporting,AR-14-001,,a540e11399fb
AR-43-004,Auto.ru,auto.ru-screens/43-auth/43-auth_4.jpg,43,auth,4,image,onboarding-auth,release-supporting,,,6eca510dac07
AR-43-005,Auto.ru,auto.ru-screens/43-auth/43-auth_5.jpg,43,auth,5,image,onboarding-auth,release-supporting,,,3c939af65285
AR-44-001,Auto.ru,auto.ru-screens/44-first-login/44-first-login_1.jpg,44,first-login,1,image,onboarding-auth,release-supporting,,,7f89b4a8e9cd
AR-44-002,Auto.ru,auto.ru-screens/44-first-login/44-first-login_2.jpg,44,first-login,2,image,onboarding-auth,release-supporting,,,4f19c30e936b
AR-44-003,Auto.ru,auto.ru-screens/44-first-login/44-first-login_3.jpg,44,first-login,3,image,onboarding-auth,release-supporting,AR-01-001,,2bcb02938689
AR-45-001,Auto.ru,auto.ru-screens/45-help/45-help_1.jpg,45,help,1,image,support-help,reference-only,AR-32-001,,1135967aef61
AR-45-002,Auto.ru,auto.ru-screens/45-help/45-help_2.jpg,45,help,2,image,support-help,reference-only,,,449b9579cd44
AR-45-003,Auto.ru,auto.ru-screens/45-help/45-help_3.jpg,45,help,3,image,support-help,reference-only,,,8575f921a230
AR-45-004,Auto.ru,auto.ru-screens/45-help/45-help_4.jpg,45,help,4,image,support-help,reference-only,,,07f680928e16
AR-45-005,Auto.ru,auto.ru-screens/45-help/45-help_5.jpg,45,help,5,image,support-help,reference-only,,,d15af4bd098d
AR-46-001,Auto.ru,auto.ru-screens/46-tech-support/46-tech-support_1.jpg,46,tech-support,1,image,support-help,reference-only,AR-38-001,,5696df7b52f1
AR-46-002,Auto.ru,auto.ru-screens/46-tech-support/46-tech-support_2.jpg,46,tech-support,2,image,support-help,reference-only,,,7c3f9f633f5f
AR-46-003,Auto.ru,auto.ru-screens/46-tech-support/46-tech-support_3.jpg,46,tech-support,3,image,support-help,reference-only,,,6cb0940f1a15
AR-46-004,Auto.ru,auto.ru-screens/46-tech-support/46-tech-support_4.jpg,46,tech-support,4,image,support-help,reference-only,,,4ab6efbcdc77
AR-46-005,Auto.ru,auto.ru-screens/46-tech-support/46-tech-support_5.jpg,46,tech-support,5,image,support-help,reference-only,,,d6ab6bb3dc0f
AR-46-006,Auto.ru,auto.ru-screens/46-tech-support/46-tech-support_6.jpg,46,tech-support,6,image,support-help,reference-only,,,dd9e1e45c22f
AR-46-007,Auto.ru,auto.ru-screens/46-tech-support/46-tech-support_7.jpg,46,tech-support,7,image,support-help,reference-only,,,8e1d7dbdf75b
AR-46-008,Auto.ru,auto.ru-screens/46-tech-support/46-tech-support_8.jpg,46,tech-support,8,image,support-help,reference-only,,,4c655a85db1e
AR-46-009,Auto.ru,auto.ru-screens/46-tech-support/46-tech-support_9.jpg,46,tech-support,9,image,support-help,reference-only,,,cb5855046615
AR-46-010,Auto.ru,auto.ru-screens/46-tech-support/46-tech-support_10.jpg,46,tech-support,10,image,support-help,reference-only,,,fbc08aa75431
AR-47-001,Auto.ru,auto.ru-screens/47-wallet-promos/47-wallet-promos_1.jpg,47,wallet-promos,1,image,payments-finance,reference-only,AR-14-001,,a540e11399fb
AR-47-002,Auto.ru,auto.ru-screens/47-wallet-promos/47-wallet-promos_2.jpg,47,wallet-promos,2,image,payments-finance,reference-only,,,a2920b5a5138
AR-47-003,Auto.ru,auto.ru-screens/47-wallet-promos/47-wallet-promos_3.jpg,47,wallet-promos,3,image,payments-finance,reference-only,,,07efc4ae6193
