id,source,archive_path,flow_no,flow,seq,kind,category,relevance,duplicate_of,annotated,sha256_prefix
AR-01-001,Auto.ru,auto.ru-screens/01-home-feed/01-home-feed_1.jpg,01,home-feed,1,image,home-discovery,release-core,,yes,2bcb02938689
AR-01-002,Auto.ru,auto.ru-screens/01-home-feed/01-home-feed_2.jpg,01,home-feed,2,image,home-discovery,release-core,,yes,13c74b51a303
AR-02-001,Auto.ru,auto.ru-screens/02-search-cars/02-search-cars_1.jpg,02,search-cars,1,image,brand-model-filters,release-core,AR-01-001,yes,2bcb02938689
AR-02-002,Auto.ru,auto.ru-screens/02-search-cars/02-search-cars_2.jpg,02,search-cars,2,image,brand-model-filters,release-core,,yes,d03483f61f04
AR-02-003,Auto.ru,auto.ru-screens/02-search-cars/02-search-cars_3.jpg,02,search-cars,3,image,brand-model-filters,release-core,,yes,6d746f6f20b7
AR-02-004,Auto.ru,auto.ru-screens/02-search-cars/02-search-cars_4.jpg,02,search-cars,4,image,brand-model-filters,release-core,,yes,452e00049b7b
AR-02-005,Auto.ru,auto.ru-screens/02-search-cars/02-search-cars_5.jpg,02,search-cars,5,image,brand-model-filters,release-core,,yes,4d0fddf26e18
AR-02-006,Auto.ru,auto.ru-screens/02-search-cars/02-search-cars_6.jpg,02,search-cars,6,image,brand-model-filters,release-core,,yes,ac1bb36c30fb
AR-03-001,Auto.ru,auto.ru-screens/03-search-moto/03-search-moto_1.jpg,03,search-moto,1,image,other-verticals,reference-only,AR-01-001,,2bcb02938689
AR-03-002,Auto.ru,auto.ru-screens/03-search-moto/03-search-moto_2.jpg,03,search-moto,2,image,other-verticals,reference-only,,,96081707e54f
AR-03-003,Auto.ru,auto.ru-screens/03-search-moto/03-search-moto_3.jpg,03,search-moto,3,image,other-verticals,reference-only,,,05d713a35c09
AR-03-004,Auto.ru,auto.ru-screens/03-search-moto/03-search-moto_4.jpg,03,search-moto,4,image,other-verticals,reference-only,,,ab2e8bb7f02f
AR-04-001,Auto.ru,auto.ru-screens/04-search-commercial/04-search-commercial_1.jpg,04,search-commercial,1,image,other-verticals,reference-only,AR-01-001,,2bcb02938689
AR-04-002,Auto.ru,auto.ru-screens/04-search-commercial/04-search-commercial_2.jpg,04,search-commercial,2,image,other-verticals,reference-only,,,d70e79315482
AR-04-003,Auto.ru,auto.ru-screens/04-search-commercial/04-search-commercial_3.jpg,04,search-commercial,3,image,other-verticals,reference-only,,,368894dc2e2b
AR-04-004,Auto.ru,auto.ru-screens/04-search-commercial/04-search-commercial_4.jpg,04,search-commercial,4,image,other-verticals,reference-only,,,86f45debd7e7
AR-04-005,Auto.ru,auto.ru-screens/04-search-commercial/04-search-commercial_5.jpg,04,search-commercial,5,image,other-verticals,reference-only,,,4e63e65c8d02
AR-05-001,Auto.ru,auto.ru-screens/05-filter-sort/05-filter-sort_1.jpg,05,filter-sort,1,image,results-detail,release-core,,yes,3c50077d0ce0
AR-05-002,Auto.ru,auto.ru-screens/05-filter-sort/05-filter-sort_2.jpg,05,filter-sort,2,image,results-detail,release-core,,yes,b3a782fa443c
AR-05-003,Auto.ru,auto.ru-screens/05-filter-sort/05-filter-sort_3.jpg,05,filter-sort,3,image,results-detail,release-core,,yes,c3b939987cb6
AR-05-004,Auto.ru,auto.ru-screens/05-filter-sort/05-filter-sort_4.jpg,05,filter-sort,4,image,results-detail,release-core,,yes,3e7c2084c827
AR-05-005,Auto.ru,auto.ru-screens/05-filter-sort/05-filter-sort_5.jpg,05,filter-sort,5,image,results-detail,release-core,,yes,fe592d425081
AR-05-006,Auto.ru,auto.ru-screens/05-filter-sort/05-filter-sort_6.jpg,05,filter-sort,6,image,results-detail,release-core,,yes,2cccae43d31f
AR-05-007,Auto.ru,auto.ru-screens/05-filter-sort/05-filter-sort_7.jpg,05,filter-sort,7,image,results-detail,release-core,,yes,393722df63e6
AR-06-002,Auto.ru,auto.ru-screens/06-search-params/06-search-params_2.jpg,06,search-params,2,image,brand-model-filters,release-core,AR-01-001,yes,2bcb02938689
AR-06-003,Auto.ru,auto.ru-screens/06-search-params/06-search-params_3.jpg,06,search-params,3,image,brand-model-filters,release-core,,yes,180ba31332f5
AR-06-004,Auto.ru,auto.ru-screens/06-search-params/06-search-params_4.jpg,06,search-params,4,image,brand-model-filters,release-core,,yes,a6d6e0ef63ea
AR-06-005,Auto.ru,auto.ru-screens/06-search-params/06-search-params_5.jpg,06,search-params,5,image,brand-model-filters,release-core,,yes,1277a8e020b2
AR-06-006,Auto.ru,auto.ru-screens/06-search-params/06-search-params_6.jpg,06,search-params,6,image,brand-model-filters,release-core,,yes,99f31a0386eb
AR-06-007,Auto.ru,auto.ru-screens/06-search-params/06-search-params_7.jpg,06,search-params,7,image,brand-model-filters,release-core,,yes,7bd48c784a9d
AR-06-008,Auto.ru,auto.ru-screens/06-search-params/06-search-params_8.jpg,06,search-params,8,image,brand-model-filters,release-core,,yes,1a478ba08b79
AR-06-009,Auto.ru,auto.ru-screens/06-search-params/06-search-params_9.jpg,06,search-params,9,image,brand-model-filters,release-core,,yes,fc62b3a9f837
AR-06-010,Auto.ru,auto.ru-screens/06-search-params/06-search-params_10.jpg,06,search-params,10,image,brand-model-filters,release-core,,yes,72f4e4cb1220
AR-06-011,Auto.ru,auto.ru-screens/06-search-params/06-search-params_11.jpg,06,search-params,11,image,brand-model-filters,release-core,,yes,a0b7e877fd70
AR-06-012,Auto.ru,auto.ru-screens/06-search-params/06-search-params_12.jpg,06,search-params,12,image,brand-model-filters,release-core,,yes,f3de86895159
AR-06-013,Auto.ru,auto.ru-screens/06-search-params/06-search-params_13.jpg,06,search-params,13,image,brand-model-filters,release-core,,yes,0d3ca04a190a
AR-06-014,Auto.ru,auto.ru-screens/06-search-params/06-search-params_14.jpg,06,search-params,14,image,brand-model-filters,release-core,,yes,ac6e1d084a9f
AR-06-015,Auto.ru,auto.ru-screens/06-search-params/06-search-params_15.jpg,06,search-params,15,image,brand-model-filters,release-core,,yes,0bf11677fa2f
AR-06-016,Auto.ru,auto.ru-screens/06-search-params/06-search-params_16.jpg,06,search-params,16,image,brand-model-filters,release-core,,yes,eaa77090f624
AR-06-017,Auto.ru,auto.ru-screens/06-search-params/06-search-params_17.jpg,06,search-params,17,image,brand-model-filters,release-core,,yes,012b33c72e4a
AR-06-018,Auto.ru,auto.ru-screens/06-search-params/06-search-params_18.jpg,06,search-params,18,image,brand-model-filters,release-core,,yes,aa1c64bb7193
AR-06-019,Auto.ru,auto.ru-screens/06-search-params/06-search-params_19.jpg,06,search-params,19,image,brand-model-filters,release-core,,yes,4977b8d77cb1
AR-06-020,Auto.ru,auto.ru-screens/06-search-params/06-search-params_20.jpg,06,search-params,20,image,brand-model-filters,release-core,,yes,1c3b925caf13
AR-06-021,Auto.ru,auto.ru-screens/06-search-params/06-search-params_21.jpg,06,search-params,21,image,brand-model-filters,release-core,,yes,188da7ec970f
AR-06-022,Auto.ru,auto.ru-screens/06-search-params/06-search-params_22.jpg,06,search-params,22,image,brand-model-filters,release-core,,yes,6d55b0077987
AR-06-023,Auto.ru,auto.ru-screens/06-search-params/06-search-params_23.jpg,06,search-params,23,image,brand-model-filters,release-core,,yes,247abe32f7c1
AR-06-024,Auto.ru,auto.ru-screens/06-search-params/06-search-params_24.jpg,06,search-params,24,image,brand-model-filters,release-core,,yes,3ff8c63379fb
AR-06-025,Auto.ru,auto.ru-screens/06-search-params/06-search-params_25.jpg,06,search-params,25,image,brand-model-filters,release-core,,yes,2feddc2c1193
AR-06-026,Auto.ru,auto.ru-screens/06-search-params/06-search-params_26.jpg,06,search-params,26,image,brand-model-filters,release-core,,yes,fa8218da09ff
AR-06-027,Auto.ru,auto.ru-screens/06-search-params/06-search-params_27.jpg,06,search-params,27,image,brand-model-filters,release-core,,yes,4ea7b62efc9b
AR-06-028,Auto.ru,auto.ru-screens/06-search-params/06-search-params_28.jpg,06,search-params,28,image,brand-model-filters,release-core,,yes,a0590d0987c2
AR-06-029,Auto.ru,auto.ru-screens/06-search-params/06-search-params_29.jpg,06,search-params,29,image,brand-model-filters,release-core,,yes,7ea5723d7950
AR-06-030,Auto.ru,auto.ru-screens/06-search-params/06-search-params_30.jpg,06,search-params,30,image,brand-model-filters,release-core,,yes,6a6318718bbd
AR-06-031,Auto.ru,auto.ru-screens/06-search-params/06-search-params_31.jpg,06,search-params,31,image,brand-model-filters,release-core,,yes,053b25ce9ad5
AR-06-032,Auto.ru,auto.ru-screens/06-search-params/06-search-params_32.jpg,06,search-params,32,image,brand-model-filters,release-core,,yes,8eba2e2aa352
AR-06-033,Auto.ru,auto.ru-screens/06-search-params/06-search-params_33.jpg,06,search-params,33,image,brand-model-filters,release-core,,yes,82856b5ee76f
AR-06-034,Auto.ru,auto.ru-screens/06-search-params/06-search-params_34.jpg,06,search-params,34,image,brand-model-filters,release-core,,yes,9d7f46a3655a
AR-06-035,Auto.ru,auto.ru-screens/06-search-params/06-search-params_35.jpg,06,search-params,35,image,brand-model-filters,release-core,,yes,421ddd513585
AR-06-036,Auto.ru,auto.ru-screens/06-search-params/06-search-params_36.jpg,06,search-params,36,image,brand-model-filters,release-core,,yes,372ff5e155b9
AR-06-037,Auto.ru,auto.ru-screens/06-search-params/06-search-params_37.jpg,06,search-params,37,image,brand-model-filters,release-core,,yes,9784d3807dab
AR-06-038,Auto.ru,auto.ru-screens/06-search-params/06-search-params_38.jpg,06,search-params,38,image,brand-model-filters,release-core,,yes,1002e06ab2c6
AR-06-039,Auto.ru,auto.ru-screens/06-search-params/06-search-params_39.jpg,06,search-params,39,image,brand-model-filters,release-core,,yes,4e2cfad88f2b
AR-06-040,Auto.ru,auto.ru-screens/06-search-params/06-search-params_40.jpg,06,search-params,40,image,brand-model-filters,release-core,,yes,0578113794a6
AR-06-041,Auto.ru,auto.ru-screens/06-search-params/06-search-params_41.jpg,06,search-params,41,image,brand-model-filters,release-core,,yes,d0a5a1fec376
AR-06-042,Auto.ru,auto.ru-screens/06-search-params/06-search-params_42.jpg,06,search-params,42,image,brand-model-filters,release-core,,yes,507e259d3635
AR-06-043,Auto.ru,auto.ru-screens/06-search-params/06-search-params_43.jpg,06,search-params,43,image,brand-model-filters,release-core,,yes,85ba03055c60
AR-06-044,Auto.ru,auto.ru-screens/06-search-params/06-search-params_44.jpg,06,search-params,44,image,brand-model-filters,release-core,,yes,353284bf6ecf
AR-06-045,Auto.ru,auto.ru-screens/06-search-params/06-search-params_45.jpg,06,search-params,45,image,brand-model-filters,release-core,,yes,98ba3aca19cd
AR-06-046,Auto.ru,auto.ru-screens/06-search-params/06-search-params_46.jpg,06,search-params,46,image,brand-model-filters,release-core,,yes,7b306fdee70f
AR-06-047,Auto.ru,auto.ru-screens/06-search-params/06-search-params_47.jpg,06,search-params,47,image,brand-model-filters,release-core,,yes,3a1f940c6447
AR-06-048,Auto.ru,auto.ru-screens/06-search-params/06-search-params_48.jpg,06,search-params,48,image,brand-model-filters,release-core,,yes,60ae48f44103
AR-06-049,Auto.ru,auto.ru-screens/06-search-params/06-search-params_49.jpg,06,search-params,49,image,brand-model-filters,release-core,,yes,2576a8db86d1
AR-06-050,Auto.ru,auto.ru-screens/06-search-params/06-search-params_50.jpg,06,search-params,50,image,brand-model-filters,release-core,,yes,ea21bdad9d24
AR-06-051,Auto.ru,auto.ru-screens/06-search-params/06-search-params_51.jpg,06,search-params,51,image,brand-model-filters,release-core,,yes,5efdaf7ac530
AR-06-052,Auto.ru,auto.ru-screens/06-search-params/06-search-params_52.jpg,06,search-params,52,image,brand-model-filters,release-core,,yes,4f68c048df82
AR-06-053,Auto.ru,auto.ru-screens/06-search-params/06-search-params_53.jpg,06,search-params,53,image,brand-model-filters,release-core,,yes,a6e1aeb2434b
AR-06-054,Auto.ru,auto.ru-screens/06-search-params/06-search-params_54.jpg,06,search-params,54,image,brand-model-filters,release-core,,yes,0ab807dc5c73
AR-06-055,Auto.ru,auto.ru-screens/06-search-params/06-search-params_55.jpg,06,search-params,55,image,brand-model-filters,release-core,,yes,c507c9ce6f27
AR-06-056,Auto.ru,auto.ru-screens/06-search-params/06-search-params_56.jpg,06,search-params,56,image,brand-model-filters,release-core,,yes,d355ffe2b23e
AR-06-057,Auto.ru,auto.ru-screens/06-search-params/06-search-params_57.jpg,06,search-params,57,image,brand-model-filters,release-core,,yes,b91d1a4d0cd7
AR-06-058,Auto.ru,auto.ru-screens/06-search-params/06-search-params_58.jpg,06,search-params,58,image,brand-model-filters,release-core,,yes,14b8d3bfb623
AR-06-059,Auto.ru,auto.ru-screens/06-search-params/06-search-params_59.jpg,06,search-params,59,image,brand-model-filters,release-core,,yes,80528be5aaf0
AR-06-060,Auto.ru,auto.ru-screens/06-search-params/06-search-params_60.jpg,06,search-params,60,image,brand-model-filters,release-core,,yes,9fc824966e16
AR-06-061,Auto.ru,auto.ru-screens/06-search-params/06-search-params_61.jpg,06,search-params,61,image,brand-model-filters,release-core,,yes,a503edd1de64
AR-06-062,Auto.ru,auto.ru-screens/06-search-params/06-search-params_62.jpg,06,search-params,62,image,brand-model-filters,release-core,,yes,e883815c741e
AR-06-063,Auto.ru,auto.ru-screens/06-search-params/06-search-params_63.jpg,06,search-params,63,image,brand-model-filters,release-core,,yes,ca8d48fad89b
AR-06-064,Auto.ru,auto.ru-screens/06-search-params/06-search-params_64.jpg,06,search-params,64,image,brand-model-filters,release-core,,yes,455aae0642f2
AR-06-065,Auto.ru,auto.ru-screens/06-search-params/06-search-params_65.jpg,06,search-params,65,image,brand-model-filters,release-core,,yes,71217d02fb65
AR-06-066,Auto.ru,auto.ru-screens/06-search-params/06-search-params_66.jpg,06,search-params,66,image,brand-model-filters,release-core,,yes,f1b44cb4db55
AR-06-067,Auto.ru,auto.ru-screens/06-search-params/06-search-params_67.jpg,06,search-params,67,image,brand-model-filters,release-core,,yes,014bafb8f4fc
AR-06-068,Auto.ru,auto.ru-screens/06-search-params/06-search-params_68.jpg,06,search-params,68,image,brand-model-filters,release-core,,yes,810904ed69fa
AR-06-069,Auto.ru,auto.ru-screens/06-search-params/06-search-params_69.jpg,06,search-params,69,image,brand-model-filters,release-core,,yes,10b6f2a77eab
AR-06-070,Auto.ru,auto.ru-screens/06-search-params/06-search-params_70.jpg,06,search-params,70,image,brand-model-filters,release-core,,yes,ddae13a3bd38
AR-06-071,Auto.ru,auto.ru-screens/06-search-params/06-search-params_71.jpg,06,search-params,71,image,brand-model-filters,release-core,,yes,017737393096
AR-06-072,Auto.ru,auto.ru-screens/06-search-params/06-search-params_72.jpg,06,search-params,72,image,brand-model-filters,release-core,,yes,8a89bbc1367b
AR-06-073,Auto.ru,auto.ru-screens/06-search-params/06-search-params_73.jpg,06,search-params,73,image,brand-model-filters,release-core,AR-05-001,yes,3c50077d0ce0
AR-06-V01,Auto.ru,auto.ru-screens/06-search-params/06-search-params_1.mp4,06,search-params,1,video,brand-model-filters,release-core,,,b88158c2f0f4
AR-07-001,Auto.ru,auto.ru-screens/07-search-subscription/07-search-subscription_1.jpg,07,search-subscription,1,image,saved-searches,reference-only,AR-05-006,,2cccae43d31f
AR-07-002,Auto.ru,auto.ru-screens/07-search-subscription/07-search-subscription_2.jpg,07,search-subscription,2,image,saved-searches,reference-only,,,8ea29fb830fe
AR-07-003,Auto.ru,auto.ru-screens/07-search-subscription/07-search-subscription_3.jpg,07,search-subscription,3,image,saved-searches,reference-only,,,bb07d32f411d
AR-07-004,Auto.ru,auto.ru-screens/07-search-subscription/07-search-subscription_4.jpg,07,search-subscription,4,image,saved-searches,reference-only,,,8fddc411f34c
AR-08-001,Auto.ru,auto.ru-screens/08-select-brand/08-select-brand_1.jpg,08,select-brand,1,image,brand-model-filters,release-core,AR-06-011,yes,a0b7e877fd70
AR-08-002,Auto.ru,auto.ru-screens/08-select-brand/08-select-brand_2.jpg,08,select-brand,2,image,brand-model-filters,release-core,AR-06-012,yes,f3de86895159
AR-08-003,Auto.ru,auto.ru-screens/08-select-brand/08-select-brand_3.jpg,08,select-brand,3,image,brand-model-filters,release-core,,yes,bb6038d440ed
AR-08-004,Auto.ru,auto.ru-screens/08-select-brand/08-select-brand_4.jpg,08,select-brand,4,image,brand-model-filters,release-core,,yes,790989848dc4
AR-08-005,Auto.ru,auto.ru-screens/08-select-brand/08-select-brand_5.jpg,08,select-brand,5,image,brand-model-filters,release-core,AR-06-013,yes,0d3ca04a190a
AR-08-006,Auto.ru,auto.ru-screens/08-select-brand/08-select-brand_6.jpg,08,select-brand,6,image,brand-model-filters,release-core,AR-06-014,yes,ac6e1d084a9f
AR-09-001,Auto.ru,auto.ru-screens/09-exclude-brand/09-exclude-brand_1.jpg,09,exclude-brand,1,image,brand-model-filters,release-core,AR-06-008,yes,1a478ba08b79
AR-09-002,Auto.ru,auto.ru-screens/09-exclude-brand/09-exclude-brand_2.jpg,09,exclude-brand,2,image,brand-model-filters,release-core,,yes,c4a93e8dbabf
AR-09-003,Auto.ru,auto.ru-screens/09-exclude-brand/09-exclude-brand_3.jpg,09,exclude-brand,3,image,brand-model-filters,release-core,AR-06-009,yes,fc62b3a9f837
AR-09-004,Auto.ru,auto.ru-screens/09-exclude-brand/09-exclude-brand_4.jpg,09,exclude-brand,4,image,brand-model-filters,release-core,,yes,771eb61ec7fd
AR-09-005,Auto.ru,auto.ru-screens/09-exclude-brand/09-exclude-brand_5.jpg,09,exclude-brand,5,image,brand-model-filters,release-core,AR-06-010,yes,72f4e4cb1220
AR-09-006,Auto.ru,auto.ru-screens/09-exclude-brand/09-exclude-brand_6.jpg,09,exclude-brand,6,image,brand-model-filters,release-core,AR-06-011,yes,a0b7e877fd70
AR-10-001,Auto.ru,auto.ru-screens/10-region-radius/10-region-radius_1.jpg,10,region-radius,1,image,brand-model-filters,release-core,AR-06-003,yes,180ba31332f5
AR-10-002,Auto.ru,auto.ru-screens/10-region-radius/10-region-radius_2.jpg,10,region-radius,2,image,brand-model-filters,release-core,,yes,c9d55c65498c
AR-10-003,Auto.ru,auto.ru-screens/10-region-radius/10-region-radius_3.jpg,10,region-radius,3,image,brand-model-filters,release-core,,yes,7121b0e7cece
AR-10-004,Auto.ru,auto.ru-screens/10-region-radius/10-region-radius_4.jpg,10,region-radius,4,image,brand-model-filters,release-core,,yes,1a2b720f231d
AR-10-005,Auto.ru,auto.ru-screens/10-region-radius/10-region-radius_5.jpg,10,region-radius,5,image,brand-model-filters,release-core,AR-06-004,yes,a6d6e0ef63ea
AR-10-006,Auto.ru,auto.ru-screens/10-region-radius/10-region-radius_6.jpg,10,region-radius,6,image,brand-model-filters,release-core,AR-06-005,yes,1277a8e020b2
AR-11-002,Auto.ru,auto.ru-screens/11-listing-detail/11-listing-detail_2.jpg,11,listing-detail,2,image,results-detail,release-core,AR-07-004,yes,8fddc411f34c
AR-11-003,Auto.ru,auto.ru-screens/11-listing-detail/11-listing-detail_3.jpg,11,listing-detail,3,image,results-detail,release-core,,yes,0740696d59f3
AR-11-004,Auto.ru,auto.ru-screens/11-listing-detail/11-listing-detail_4.jpg,11,listing-detail,4,image,results-detail,release-core,,yes,69719caffcc4
AR-11-005,Auto.ru,auto.ru-screens/11-listing-detail/11-listing-detail_5.jpg,11,listing-detail,5,image,results-detail,release-core,,yes,3ce21a294bd4
AR-11-006,Auto.ru,auto.ru-screens/11-listing-detail/11-listing-detail_6.jpg,11,listing-detail,6,image,results-detail,release-core,,yes,88b6bea0130e
AR-11-007,Auto.ru,auto.ru-screens/11-listing-detail/11-listing-detail_7.jpg,11,listing-detail,7,image,results-detail,release-core,,yes,ccd66b473cae
AR-11-008,Auto.ru,auto.ru-screens/11-listing-detail/11-listing-detail_8.jpg,11,listing-detail,8,image,results-detail,release-core,,yes,30a5aa06dcf4
AR-11-009,Auto.ru,auto.ru-screens/11-listing-detail/11-listing-detail_9.jpg,11,listing-detail,9,image,results-detail,release-core,,yes,3f59da4e80ec
AR-11-010,Auto.ru,auto.ru-screens/11-listing-detail/11-listing-detail_10.jpg,11,listing-detail,10,image,results-detail,release-core,,yes,35ad0cebc518
AR-11-011,Auto.ru,auto.ru-screens/11-listing-detail/11-listing-detail_11.jpg,11,listing-detail,11,image,results-detail,release-core,,yes,1b24fd853aa6
AR-11-V01,Auto.ru,auto.ru-screens/11-listing-detail/11-listing-detail_1.mp4,11,listing-detail,1,video,results-detail,release-core,,,c7cbc17e1a65
AR-12-001,Auto.ru,auto.ru-screens/12-car-catalog/12-car-catalog_1.jpg,12,car-catalog,1,image,catalog-editorial,reference-only,,,b650c78e9e31
AR-12-002,Auto.ru,auto.ru-screens/12-car-catalog/12-car-catalog_2.jpg,12,car-catalog,2,image,catalog-editorial,reference-only,,,e79fcb499e39
AR-12-003,Auto.ru,auto.ru-screens/12-car-catalog/12-car-catalog_3.jpg,12,car-catalog,3,image,catalog-editorial,reference-only,,,34debe0f6086
AR-12-004,Auto.ru,auto.ru-screens/12-car-catalog/12-car-catalog_4.jpg,12,car-catalog,4,image,catalog-editorial,reference-only,,,e26f66d328f7
AR-12-005,Auto.ru,auto.ru-screens/12-car-catalog/12-car-catalog_5.jpg,12,car-catalog,5,image,catalog-editorial,reference-only,,,4f5637a6152a
AR-12-006,Auto.ru,auto.ru-screens/12-car-catalog/12-car-catalog_6.jpg,12,car-catalog,6,image,catalog-editorial,reference-only,,,2fbc5c54848a
AR-12-007,Auto.ru,auto.ru-screens/12-car-catalog/12-car-catalog_7.jpg,12,car-catalog,7,image,catalog-editorial,reference-only,,,20dd4f5ac014
AR-12-008,Auto.ru,auto.ru-screens/12-car-catalog/12-car-catalog_8.jpg,12,car-catalog,8,image,catalog-editorial,reference-only,,,0d5da0b25cc5
AR-12-009,Auto.ru,auto.ru-screens/12-car-catalog/12-car-catalog_9.jpg,12,car-catalog,9,image,catalog-editorial,reference-only,,,a71b909dbd03
AR-12-010,Auto.ru,auto.ru-screens/12-car-catalog/12-car-catalog_10.jpg,12,car-catalog,10,image,catalog-editorial,reference-only,,,525261d22199
AR-12-011,Auto.ru,auto.ru-screens/12-car-catalog/12-car-catalog_11.jpg,12,car-catalog,11,image,catalog-editorial,reference-only,,,3b31df53f60e
AR-12-012,Auto.ru,auto.ru-screens/12-car-catalog/12-car-catalog_12.jpg,12,car-catalog,12,image,catalog-editorial,reference-only,,,77f1e1f5af2f
AR-12-013,Auto.ru,auto.ru-screens/12-car-catalog/12-car-catalog_13.jpg,12,car-catalog,13,image,catalog-editorial,reference-only,,,f7544ffb2cb7
AR-12-014,Auto.ru,auto.ru-screens/12-car-catalog/12-car-catalog_14.jpg,12,car-catalog,14,image,catalog-editorial,reference-only,,,01adffcaec5e
AR-12-015,Auto.ru,auto.ru-screens/12-car-catalog/12-car-catalog_15.jpg,12,car-catalog,15,image,catalog-editorial,reference-only,,,7b5b2d33001d
AR-12-016,Auto.ru,auto.ru-screens/12-car-catalog/12-car-catalog_16.jpg,12,car-catalog,16,image,catalog-editorial,reference-only,,,747fd1e1e4f2
AR-12-017,Auto.ru,auto.ru-screens/12-car-catalog/12-car-catalog_17.jpg,12,car-catalog,17,image,catalog-editorial,reference-only,,,f4bd8c1c6255
AR-12-018,Auto.ru,auto.ru-screens/12-car-catalog/12-car-catalog_18.jpg,12,car-catalog,18,image,catalog-editorial,reference-only,,,351207d35481
AR-12-019,Auto.ru,auto.ru-screens/12-car-catalog/12-car-catalog_19.jpg,12,car-catalog,19,image,catalog-editorial,reference-only,,,ce90eb1a56d6
AR-13-001,Auto.ru,auto.ru-screens/13-car-specs/13-car-specs_1.jpg,13,car-specs,1,image,catalog-editorial,reference-only,AR-11-003,,0740696d59f3
AR-13-002,Auto.ru,auto.ru-screens/13-car-specs/13-car-specs_2.jpg,13,car-specs,2,image,catalog-editorial,reference-only,AR-11-005,,3ce21a294bd4
AR-13-003,Auto.ru,auto.ru-screens/13-car-specs/13-car-specs_3.jpg,13,car-specs,3,image,catalog-editorial,reference-only,,,0a722ac15f76
AR-13-004,Auto.ru,auto.ru-screens/13-car-specs/13-car-specs_4.jpg,13,car-specs,4,image,catalog-editorial,reference-only,,,5e8ca644b4af
AR-13-005,Auto.ru,auto.ru-screens/13-car-specs/13-car-specs_5.jpg,13,car-specs,5,image,catalog-editorial,reference-only,,,ed5b04cfe4f5
AR-13-006,Auto.ru,auto.ru-screens/13-car-specs/13-car-specs_6.jpg,13,car-specs,6,image,catalog-editorial,reference-only,,,a4f177cdbe45
AR-13-007,Auto.ru,auto.ru-screens/13-car-specs/13-car-specs_7.jpg,13,car-specs,7,image,catalog-editorial,reference-only,,,4985efa28e4e
AR-13-008,Auto.ru,auto.ru-screens/13-car-specs/13-car-specs_8.jpg,13,car-specs,8,image,catalog-editorial,reference-only,,,ae99bb03e948
AR-13-009,Auto.ru,auto.ru-screens/13-car-specs/13-car-specs_9.jpg,13,car-specs,9,image,catalog-editorial,reference-only,,,e560056354c6
AR-14-001,Auto.ru,auto.ru-screens/14-reports/14-reports_1.jpg,14,reports,1,image,vehicle-history,reference-only,,,a540e11399fb
AR-14-002,Auto.ru,auto.ru-screens/14-reports/14-reports_2.jpg,14,reports,2,image,vehicle-history,reference-only,,,584fbd37eb7b
AR-14-003,Auto.ru,auto.ru-screens/14-reports/14-reports_3.jpg,14,reports,3,image,vehicle-history,reference-only,,,f24034338848
AR-14-004,Auto.ru,auto.ru-screens/14-reports/14-reports_4.jpg,14,reports,4,image,vehicle-history,reference-only,,,5025759b022e
AR-14-005,Auto.ru,auto.ru-screens/14-reports/14-reports_5.jpg,14,reports,5,image,vehicle-history,reference-only,,,f82ccab0c039
AR-14-006,Auto.ru,auto.ru-screens/14-reports/14-reports_6.jpg,14,reports,6,image,vehicle-history,reference-only,,,6e3aec0c44b8
AR-14-007,Auto.ru,auto.ru-screens/14-reports/14-reports_7.jpg,14,reports,7,image,vehicle-history,reference-only,,,edb30afed6b0
AR-14-008,Auto.ru,auto.ru-screens/14-reports/14-reports_8.jpg,14,reports,8,image,vehicle-history,reference-only,,,dfba9ca1b28f
AR-14-009,Auto.ru,auto.ru-screens/14-reports/14-reports_9.jpg,14,reports,9,image,vehicle-history,reference-only,,,fe2296521082
AR-14-010,Auto.ru,auto.ru-screens/14-reports/14-reports_10.jpg,14,reports,10,image,vehicle-history,reference-only,,,12f0bcbb3c98
AR-14-011,Auto.ru,auto.ru-screens/14-reports/14-reports_11.jpg,14,reports,11,image,vehicle-history,reference-only,,,687772f9a632
AR-14-012,Auto.ru,auto.ru-screens/14-reports/14-reports_12.jpg,14,reports,12,image,vehicle-history,reference-only,,,a20dd26350bf
AR-14-013,Auto.ru,auto.ru-screens/14-reports/14-reports_13.jpg,14,reports,13,image,vehicle-history,reference-only,,,e798221186a1
AR-14-014,Auto.ru,auto.ru-screens/14-reports/14-reports_14.jpg,14,reports,14,image,vehicle-history,reference-only,,,aee92f3a8a04
AR-14-015,Auto.ru,auto.ru-screens/14-reports/14-reports_15.jpg,14,reports,15,image,vehicle-history,reference-only,,,957e952803bc
AR-14-016,Auto.ru,auto.ru-screens/14-reports/14-reports_16.jpg,14,reports,16,image,vehicle-history,reference-only,,,9dd33c28bf24
AR-15-001,Auto.ru,auto.ru-screens/15-report-example/15-report-example_1.jpg,15,report-example,1,image,vehicle-history,reference-only,AR-14-012,,a20dd26350bf
AR-15-002,Auto.ru,auto.ru-screens/15-report-example/15-report-example_2.jpg,15,report-example,2,image,vehicle-history,reference-only,,,82592c589500
AR-15-003,Auto.ru,auto.ru-screens/15-report-example/15-report-example_3.jpg,15,report-example,3,image,vehicle-history,reference-only,,,de6a38d4171e
AR-15-004,Auto.ru,auto.ru-screens/15-report-example/15-report-example_4.jpg,15,report-example,4,image,vehicle-history,reference-only,,,ae7eb18b383e
